tld,registrar,registrant_country,domain_age,nameserver_domain,mail_domain,tls_age,tls_issuer,url_len,parameters_len,parameters_count,dollar_percent,dash_percent,underscore_percent,dot_percent,plus_percent,exclamation_mark_percent,star_percent,quote_percent,opening_bracket_percent,closing_bracket_percent,comma_percent,numbers_percent,url_entropy,is_redirect,subdomain_count,content_link_count,content_img_count,label
xyz,"NameSilo, LLC",US,12.0,dnsowl.com,namesilo.com,,,17,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.454822399946607,,2,0.0,0.0,illegitimate
xyz,"NameSilo, LLC",US,12.0,dnsowl.com,namesilo.com,,,21,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5585186130489057,,3,0.0,0.0,illegitimate
com,"OwnRegistrar, Inc.",United States,570.0,,ownregistrar.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.751629167387823,,3,0.0,0.0,illegitimate
com,"Netdorm, Inc. dba DnsExit.com",,5793.0,dnsexit.com,,,,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.030639062229566,,3,0.0,0.0,illegitimate
link,"CSC Corporate Domains, Inc.",US,2285.0,dnsimple.com,cscinfo.com,,,81,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.721644293539376,,4,8.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.462768289000185,,4,,,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.576207122686718,,4,,,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4.548972400704882,,4,,,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.5712551510358095,,4,,,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,4.0,cloudflare.com,publicdomainregistry.com,,,32,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5459585933443494,,2,0.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.456017770914995,,4,,,illegitimate
space,Hosting Ukraine LLC,UA,0.0,inhostedns.com,abuse.team,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7034651896016464,,3,0.0,0.0,illegitimate
space,Hosting Ukraine LLC,UA,0.0,inhostedns.com,abuse.team,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.594465636961452,,2,0.0,0.0,illegitimate
com,"OwnRegistrar, Inc.",Nigeria,503.0,,ownregistrar.com,,,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9232517969803373,,3,0.0,0.0,illegitimate
com,"OwnRegistrar, Inc.",Nigeria,503.0,,ownregistrar.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9701755214643453,,2,0.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4.567128882026106,,4,,,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4.550821761262471,,4,,,illegitimate
com,SafeNames Ltd.,US,6270.0,nsone.net,safenames.net,199.0,DigiCert TLS RSA SHA256 2020 CA1,57,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0782231294102935,False,3,3.0,1.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,2.0,cloudflare.com,,2.0,GTS CA 1P5,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.038909765557392,False,3,1.0,0.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.456174630069641,,3,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9342.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.587858798299509,,4,,,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.478562939644916,,3,1.0,0.0,illegitimate
cl,nic.cl,,,,,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3018040267333895,,3,8.0,0.0,illegitimate
uno,Hosting Ukraine LLC,UA,0.0,inhostedns.com,abuse.team,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6818808028034042,,2,81.0,4.0,illegitimate
com,"Vitalwerks Internet Solutions, LLC DBA No-IP",AE,3551.0,asoshared.com,noip.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7950885863977324,,3,0.0,0.0,illegitimate
com,"Vitalwerks Internet Solutions, LLC DBA No-IP",AE,3551.0,asoshared.com,noip.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.721611723969903,,2,0.0,0.0,illegitimate
com,"OwnRegistrar, Inc.",Nigeria,599.0,,ownregistrar.com,,,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.923251796980337,,3,0.0,0.0,illegitimate
com,"OwnRegistrar, Inc.",Nigeria,599.0,,ownregistrar.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9701755214643457,,2,0.0,0.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4.52637013015618,,3,1.0,0.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.416174630069641,,3,1.0,0.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,CZ,2.0,clou-flare-n-s.com,publicdomainregistry.com,,,40,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.334183719779189,,3,0.0,0.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.416174630069641,,3,1.0,0.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,CZ,2.0,clou-flare-n-s.com,publicdomainregistry.com,,,44,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.390805482076981,,4,0.0,0.0,illegitimate
com,MarkMonitor Inc.,US,8486.0,wordpress.com,markmonitor.com,,,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.003044786734203,,3,21.0,10.0,illegitimate
com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",RU,29.0,cloudflare.com,nicenic.net,,,34,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.182907326480826,,3,0.0,0.0,illegitimate
app,"Name.com, Inc.",US,1846.0,nsone.net,name.com,,,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.073329701949522,,3,2.0,1.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,37.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.019131511608641,True,3,7.0,4.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,33.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.047828256422844,False,3,7.0,4.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,,,453,376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,5.6556062847052795,False,3,10.0,0.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,,,76,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4.717614848656771,False,3,10.0,0.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,32.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.076525001237047,True,3,7.0,4.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,32.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.055691667903714,True,3,7.0,4.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,32.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.0191315116086415,True,3,7.0,4.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,31.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.047828256422845,True,3,7.0,0.0,illegitimate
com,"GoDaddy.com, LLC",US,2519.0,awsdns-20.org,godaddy.com,31.0,R3,96,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5.055691667903714,True,3,7.0,4.0,illegitimate
site,"Registrar of Domain Names REG.RU, LLC",RU,214.0,cloudflare.com,reg.ru,1.0,E1,49,21,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4.515234273075877,True,2,2.0,11.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,US,2.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.741962789037908,,3,56.0,13.0,illegitimate
com,"NameCheap, Inc.",,15.0,registrar-servers.com,namecheap.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7622673906514947,,3,2.0,1.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.598562939644916,,3,1.0,0.0,illegitimate
com,"NameCheap, Inc.",,15.0,registrar-servers.com,namecheap.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6818808028034042,,2,2.0,1.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,6.0,cloudflare.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.1804513908921015,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,3.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5537631144722446,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,3.0,cloudflare.com,publicdomainregistry.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4472624994412104,,2,0.0,0.0,illegitimate
pl,home.pl S.A.,,0.0,cloudflare.com,,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8553885422075345,,2,9.0,2.0,illegitimate
online,Namecheap,IS,3.0,cloudflare.com,namecheap.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8729055953200557,,3,47.0,3.0,illegitimate
online,Namecheap,IS,3.0,cloudflare.com,namecheap.com,,,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7671834678914613,,2,47.0,3.0,illegitimate
site,Namecheap,IS,6.0,cloudflare.com,namecheap.com,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6902603909683838,,3,47.0,3.0,illegitimate
site,Namecheap,IS,6.0,cloudflare.com,namecheap.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7201287774331866,,2,47.0,3.0,illegitimate
pl,home.pl S.A.,,0.0,cloudflare.com,,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.163856189774723,,2,9.0,2.0,illegitimate
life,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.880179922675737,,2,7.0,15.0,illegitimate
live,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.82790978214397,,2,0.0,0.0,illegitimate
info,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7216117239699025,,2,0.0,0.0,illegitimate
info,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,0.0,R3,42,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.094000160564932,False,2,0.0,19.0,illegitimate
info,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,17,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6168746059562227,,2,266.0,12.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.648367439558378,,3,1.0,0.0,illegitimate
top,DDD TECHNOLOGY PTE.LTD,UA,63.0,dns.com,ddd.com,,,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7754758472091443,,3,0.0,8.0,illegitimate
life,"GoDaddy.com, LLC",US,13.0,cloudflare.com,godaddy.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.879664004902593,,2,0.0,0.0,illegitimate
com,Atak Domain Bilgi Teknolojileri A.S.,GB,5.0,cloudflare.com,apiname.com,,,20,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7841837197791888,,2,0.0,0.0,illegitimate
space,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,3.0,cloudflare.com,publicdomainregistry.com,2.0,E1,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5585186130489057,False,2,0.0,0.0,illegitimate
life,"GoDaddy.com, LLC",US,13.0,cloudflare.com,godaddy.com,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.950063756436209,,3,0.0,0.0,illegitimate
site,"eNom, Inc.",US,118.0,dreamhost.com,tucows.com,,,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0141467614227295,,3,0.0,3.0,illegitimate
com,Atak Domain Bilgi Teknolojileri A.S.,GB,5.0,cloudflare.com,apiname.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8553885422075345,,3,0.0,0.0,illegitimate
info,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,9.0,R3,145,122,0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,5.503440600874867,False,2,12.0,13.0,illegitimate
live,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7489948035250955,,2,0.0,1.0,illegitimate
xyz,Namecheap,IS,62.0,cloudflare.com,namecheap.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7871439606981414,,2,8.0,15.0,illegitimate
xyz,Namecheap,IS,62.0,cloudflare.com,namecheap.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.932138039759377,,2,8.0,19.0,illegitimate
life,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.803508854797679,,2,8.0,15.0,illegitimate
live,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,,,18,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4613201402110083,,2,21.0,2.0,illegitimate
xyz,Namecheap,IS,62.0,cloudflare.com,namecheap.com,,,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7216117239699025,,2,0.0,0.0,illegitimate
info,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,8.0,E1,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7622673906514947,True,2,0.0,1.0,illegitimate
life,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6424896731661263,,2,8.0,0.0,illegitimate
xyz,Namecheap,IS,62.0,cloudflare.com,namecheap.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8136606896881853,,2,8.0,15.0,illegitimate
info,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9161269465882835,,2,15.0,32.0,illegitimate
live,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,48.0,GTS CA 1P5,133,105,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,5.664252458598667,False,2,1.0,0.0,illegitimate
live,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,44.0,GTS CA 1P5,270,242,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,5.917624131541104,False,2,1.0,0.0,illegitimate
live,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,44.0,GTS CA 1P5,133,105,0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5.672375131241193,False,2,1.0,0.0,illegitimate
live,"NameCheap, Inc.",IS,62.0,cloudflare.com,namecheap.com,36.0,GTS CA 1P5,133,105,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,5.633983048456086,False,2,1.0,0.0,illegitimate
live,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.757925413690196,,2,13.0,3.0,illegitimate
life,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,17,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.690116517593666,False,2,176.0,1.0,illegitimate
info,"NameCheap, Inc.",IS,62.0,registrar-servers.com,namecheap.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.736006946447657,,2,2.0,2.0,illegitimate
life,"NameCheap, Inc.",IS,27.0,cloudflare.com,namecheap.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.699470570797251,,2,12.0,0.0,illegitimate
pl,Domena.pl sp. z o.o.,,0.0,cloudflare.com,domena.pl,,,50,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4.5283674395583775,,3,1.0,0.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.483683204137076,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.5188474457632495,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.491647640631895,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.484178141065022,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.504350647943925,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.545428021334261,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.470008324878139,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.4947951099418555,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.485442260939831,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.552163071658811,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.547221811841555,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.547221811841555,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.521375685512867,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.537136603207,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.562982729535689,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.569188109227753,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.547221811841555,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.5358724833321915,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.562453058903203,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.526519634330167,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.536075172332236,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.583357925414636,True,2,2.0,25.0,illegitimate
online,"Name.com, Inc",US,54.0,cloudflare.com,name.com,54.0,GTS CA 1P5,79,50,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4.583357925414636,True,2,2.0,25.0,illegitimate
